,id
563,6836353709228690694
564,6836346046520642821
565,6836329079847865605
566,6836319150663601414
567,6836189698801552646
568,6836179026365746438
569,6836168537439096070
570,6836166783431445766
571,6836145208053320966
572,6836819113243839750
573,6836818239037656326
574,6836817121075367173
575,6836774597803674886
576,6836747106749795589
577,6836703646122544389
578,6836691240017202438
579,6836645868582522117
580,6836566935178611973
581,6836508793472306438
582,6837220873284390150
583,6837197495316008197
584,6837194468995714310
585,6837183410801233158
586,6837173526047378694
587,6837170401387302150
588,6837135808537906437
589,6837108980213419269
590,6837108078001900806
591,6837098209152732422
592,6836963350216330502
593,6836942567699991813
594,6836906512582053125
595,6837561540615376134
596,6837537172296355077
597,6837484339522047237
598,6837455110226840837
599,6837939246230228229
600,6837909674482830597
601,6837840016027192582
602,6837728133890739461
603,6837662665330920709
604,6838321261085609222
605,6838280969267531014
606,6838245016477912326
607,6838243649185123590
608,6838243591551241477
609,6838075216250277125
610,6838702129876602118
611,6838673010023468294
612,6838655733790248197
613,6838647486823910662
614,6838625896430193926
615,6838570917367647493
616,6838565912342285574
617,6838549427230149893
618,6838421894539054342
619,6838385212850752774
620,6839050454790458630
621,6839008019464965381
622,6838979232715083014
623,6838968929973439750
624,6838960205380734213
625,6838956979726208261
626,6838949146859162885
627,6838742067242339590
628,6839437837968887046
629,6839429376279366917
630,6839407595829153029
631,6839399742984817926
632,6839372161338133765
633,6839346725455482118
634,6839325588839271685
635,6839806378094169350
636,6839779060843908358
637,6839704026355993862
638,6839699152495004934
639,6839694812418034949
640,6839690437221977350
641,6839550197475921158
642,6839549826544258309
643,6839519768223976710
644,6839512911581416710
645,6839500155310443782
646,6840188687423229190
647,6840153146434571525
648,6840094484882132230
649,6840092910021643526
650,6840067400885357829
651,6840052997481942278
652,6840048396196220165
653,6839914992750431493
654,6840579917416123654
655,6840557888839224581
656,6840546391119465734
657,6840537964011916549
658,6840533814268185861
659,6840530703998815494
660,6840515981379390726
661,6840473812056755461
662,6840449021228616966
663,6840442974439083270
664,6840233084856651013
665,6840949637692558598
666,6840943104829164806
667,6840942116244311302
668,6840929899776085253
669,6840829507092401414
670,6840804578028457221
671,6840623818415885574
672,6841289993722285318
673,6841280807684918534
674,6841280721785490694
675,6841270119918882053
676,6841261645159845125
677,6841255307214179589
678,6841194185001864453
679,6840976391970786565
680,6841685633094683909
681,6841671306426076422
682,6841668898379648261
683,6841582735862009093
684,6841576629613956357
685,6841519442090904838
686,6841421830658608390
687,6841343152616508677
688,6842040674154482949
689,6842039344295988486
690,6842002412472028422
691,6841994988012752134
692,6841954663772835078
693,6841936421826170117
694,6841738695704382726
695,6841726944447450373
696,6842423720296877318
697,6842366293681720582
698,6842327359010458886
699,6842318598350933254
700,6842315743145512198
701,6842305307150994693
702,6842290079684201734
703,6842145516021730566
704,6842113136011627781
705,6842111577844485382
706,6842111348730547462
707,6842097141062585605
708,6842790111499914502
709,6842779260646640901
710,6842708296063880454
711,6842707501163597061
712,6842695964503887110
713,6842650310402477318
714,6842633232559787270
715,6842515627379346693
716,6842513500602961157
717,6842496039979797765
718,6842463707537198342
719,6842446447263190277
720,6843151197113797893
721,6843128234440248581
722,6843094501100195078
723,6843050658292190469
724,6843037307742817541
725,6843024409905614086
726,6842863082234989829
727,6842829192908819718
728,6842820092057734405
729,6842816642997652741
730,6843449747294915845
731,6843426498028850438
732,6843393435982925061
733,6843346834191060230
734,6843243138010664197
735,6843212611132132613
736,6843920234571713798
737,6843834015468899589
738,6843819100729363717
739,6843788483614608645
740,6843739808230132998
741,6843573488368766214
742,6843570767947402502
743,6844276744816512262
744,6844273411821243654
745,6844247738373229829
746,6844227295767514374
747,6844208324892839174
748,6844140664469327109
749,6844139358744874245
750,6844080564153191685
751,6844024890970901765
752,6843965259447815430
753,6843957643736812806
754,6844643024765570309
755,6844626653566471430
756,6844613887619255557
757,6844578888673250566
758,6844576068586835205
759,6844560235361733893
760,6844553365700005126
761,6844501542079401221
762,6844498423228419333
763,6844383576948034822
764,6844335857294413061
765,6844323389180480773
766,6844993429055868165
767,6844956470946139397
768,6844950166970174725
769,6844914643811437829
770,6844909981167439109
771,6844903225489968390
772,6844900261387963653
773,6844838654532226309
774,6844726137915018501
775,6844706469175233798
776,6844670554360876293
777,6845393376456543494
778,6845371631984987398
779,6845303847422889221
780,6845284489501920517
781,6845281895165529350
782,6845246866607705349
783,6845214691745090821
784,6845214521255038213
785,6845050378237594886
786,6845044854397881606
787,6845748106009545990
788,6845714295322316037
789,6845700235835084037
790,6845688009518730502
791,6845681405851176198
792,6845648526794378501
793,6845642536292224261
794,6845629248611372293
795,6845626316235066630
796,6845596452966714629
797,6845490530885848326
798,6845461931566877958
799,6845444362059386118
800,6845437025416432902
801,6845411494855757062
802,6846128483958066437
803,6846116416865766662
804,6846065392411004165
805,6845980177734847749
806,6845979395287452933
807,6845916397952961797
808,6845867720995523845
809,6845816850777935109
810,6845802441250786566
811,6846498819526446342
812,6846405938405018886
813,6846396459403709701
814,6846395576058252550
815,6846368266319924485
816,6846367051016146182
817,6846361614631898373
818,6846350619687636230
819,6846313579579215109
820,6846244807354944773
821,6846191675254050054
822,6846871678304144646
823,6846852478412147973
824,6846800810991504645
825,6846798053626711301
826,6846788357968694533
827,6846783110227479813
828,6846731127919611141
829,6846728862328474885
830,6846715039777312006
831,6846557062126734598
832,6846553784273865989
833,6847209902054706437
834,6847176824519200005
835,6847176744810614021
836,6847163443905088774
837,6847156610758937861
838,6847154286904823046
839,6847144494433897733
840,6847130980013149445
841,6847124280002563334
842,6847109663402528006
843,6847106426146458886
844,6846941790088547589
845,6846935835720355077
846,6846921048227613957
847,6847590169420238085
848,6847575126691630341
849,6847523576950689030
850,6847503024328379654
851,6847499914495184133
852,6847498871476604166
853,6847495260529102086
854,6847442136644799749
855,6847437985550503174
856,6847338436488187141
857,6847299712589040902
858,6847994862692846854
859,6847986386742611205
860,6847973067717627141
861,6847970317151767814
862,6847957449366916357
863,6847951592004570373
864,6847948322263551237
865,6847891685335108869
866,6847881896249085190
867,6847875639203122437
868,6847832457530723590
869,6847811267558771974
870,6847748503402253574
871,6847669111946841350
872,6847668350613605637
873,6847658336956026117
874,6847649080642981126
875,6848349755634928901
876,6848342514315906309
877,6848258317836406021
878,6848246346370141445
879,6848214593395854597
880,6848209032126221574
881,6848173674072132870
882,6848048230215863558
883,6848016157341945094
884,6848009416764148998
885,6848735276915772677
886,6848723105603472646
887,6848701965904497926
888,6848673411850456326
889,6848672531470191877
890,6848645480059129093
891,6848615275458317573
892,6848465768674266373
893,6848423659606953221
894,6849106679154396422
895,6849094782610918661
896,6849071670272019718
897,6849027526086380806
898,6849018894707870981
899,6848997241533811973
900,6848988915546868998
901,6848965303896935685
902,6848953044005080325
903,6848932921009655045
904,6848814543863418118
905,6848774881102843141
906,6849478367167679750
907,6849473754725108998
908,6849451261561998598
909,6849412330137062661
910,6849392403179261190
911,6849361237910883590
912,6849335280240020742
913,6849332549798350085
914,6849326351548288261
915,6849319521925336325
916,6849157021745286406
917,6849851559530990854
918,6849782023842745606
919,6849763952381971718
920,6849737358384975109
921,6849523099331726598
922,6850217341939240197
923,6850179280140373254
924,6850168958855793925
925,6850138486490549509
926,6850099825225092357
927,6850094042177457413
928,6849964304406514949
929,6849955005496102150
930,6849953277337931014
931,6849951349820427525
932,6849897117255863557
933,6849895056430599429
934,6850584301344476422
935,6850583874104233222
936,6850572564385877253
937,6850532451908046085
938,6850529266820467973
939,6850499946303507718
940,6850265914026298630
941,6850926526465101061
942,6850891064027499781
943,6850851203392359685
944,6850845141524106502
945,6850830245495377158
946,6850819832921754886
947,6850672465170025733
948,6850641317983243526
949,6850638662548393221
950,6850629668664642822
951,6850621048157785350
952,6850612201624063237
953,6851301810985143558
954,6851300972203937029
955,6851295224975674630
956,6851267746462797061
957,6851245825322994949
958,6851217001080179974
959,6851190213629234438
960,6851026261049937157
961,6851667809156467973
962,6851658087347096837
963,6851657531484294405
964,6851654058860662022
965,6851650556889533702
966,6851649981204450565
967,6851649451665263878
968,6851620173368102150
969,6851614895155219717
970,6851607610173443333
971,6851605044786203909
972,6851587570808163590
973,6851561387408313606
974,6851558552591502598
975,6851426357629455622
976,6851386922414247173
977,6851380948932529414
978,6851348699289799942
979,6852078279525010693
980,6852060871292734725
981,6852048497974201606
982,6851998009211882757
983,6851977759615454470
984,6851959028831079685
985,6851957993513176325
986,6851949744147696901
987,6851933992229424389
988,6851900440922115333
989,6851741553933733125
990,6851726698065431814
991,6852458156535074054
992,6852450334770515206
993,6852372843087285510
994,6852356262634605829
995,6852346974658776326
996,6852337317869276421
997,6852329128671104262
998,6852318552343465221
999,6852311473012690182
1000,6852152517766270214
1001,6852126117332028678
1002,6852106976189517061
1003,6852094020005498118
1004,6852819516519369989
1005,6852815230343400710
1006,6852699211989880069
1007,6852694118867455237
1008,6852669626623560966
1009,6852659572209945862
1010,6852470644156665093
1011,6852466598956027141
1012,6853188762487360774
1013,6853124853172686086
1014,6853123047596100870
1015,6853099223131360518
1016,6853087556465151238
1017,6853084737439878405
1018,6853083498471787781
1019,6853080343579348230
1020,6853075328751963398
1021,6853073117523283206
1022,6853059524929080582
1023,6852847332522822918
1024,6853538164150177030
1025,6853498303074553093
1026,6853487845756226821
1027,6853471894432124165
1028,6853441257113488646
1029,6853413263456210181
1030,6853399867184663814
1031,6853312266729737477
1032,6853943076809936133
1033,6853904689843539205
1034,6853867309728124165
1035,6853834550187969797
1036,6853831220497763589
1037,6853828759414394117
1038,6853820657466199302
1039,6853817246146432261
1040,6853814975836851462
1041,6853813679532608774
1042,6853789197216615685
1043,6853641393789750534
1044,6854313308493794566
1045,6854312212237012229
1046,6854306008630578438
1047,6854285566637378821
1048,6854266052478520581
1049,6854232716938841349
1050,6854217017533271302
1051,6854215484569636102
1052,6854194459899350278
1053,6854184128389074182
1054,6854182474109553926
1055,6854173645296733446
1056,6854158915748318469
1057,6854158783044717830
1058,6854157818677693702
1059,6854024899522989317
1060,6854014026918186246
1061,6854636931892907270
1062,6854634927221214469
1063,6854621710411484422
1064,6854600207598898438
1065,6854583819895360773
1066,6854576738605845765
1067,6854554753880345862
1068,6854538450142612742
1069,6854536092557921542
1070,6854515738586172677
1071,6854410606183763206
1072,6854404637886270725
1073,6855024390787173638
1074,6855005965935250694
1075,6854935082487041286
1076,6854927133182102789
1077,6854915778676903173
1078,6854791921504767238
1079,6854778367321935109
1080,6854743347647614213
1081,6854702285394611461
1082,6855362694158028037
1083,6855355407783791878
1084,6855329650990796037
1085,6855325256446414086
1086,6855299762426580230
1087,6855296603767475462
1088,6855266973761162502
1089,6855146463068966149
1090,6855118929132555526
1091,6855099189865565446
1092,6855086120145915141
1093,6855067493778738438
1094,6855787765972339974
1095,6855755196170112262
1096,6855751105100500229
1097,6855738766145948933
1098,6855737725560179973
1099,6855704934831148293
1100,6855700791571811589
1101,6855690988409621766
1102,6855680439609281798
1103,6855667553348472069
1104,6855657650697358598
1105,6855463830206549253
1106,6856139463890898182
1107,6856132017805937926
1108,6856129422894894341
1109,6856116021309312261
1110,6856096960902876421
1111,6856040170806988038
1112,6856022131919064326
1113,6856010236403272966
1114,6855987179672538373
1115,6855933428928466181
1116,6855878297801231622
1117,6855852075167796485
1118,6855849071664565510
1119,6855840104653671686
1120,6855824462357597445
1121,6855800004217408773
1122,6856525270204124422
1123,6856518606688177413
1124,6856506441767865606
1125,6856478226819058949
1126,6856466596416834822
1127,6856445707797204230
1128,6856428449460980998
1129,6856410038450326790
1130,6856406482330635525
1131,6856352117364395270
1132,6856302278421368070
1133,6856295777505938693
1134,6856243492893560069
1135,6856221779434736902
1136,6856904045639044358
1137,6856899675325304069
1138,6856880626457529606
1139,6856847615703764230
1140,6856842477824003333
1141,6856835521100926214
1142,6856812504979459334
1143,6856793226666462470
1144,6856790391539174662
1145,6856789805901057285
1146,6856781032532757766
1147,6856780270956301574
1148,6856777487150501126
1149,6856762630007295238
1150,6856563393701186822
1151,6857279570521918726
1152,6857266521685642501
1153,6857264097906429189
1154,6857262744924687621
1155,6857250144023252229
1156,6857234098889477381
1157,6857222815834492166
1158,6857206679658925317
1159,6857193269915405574
1160,6857152235990699269
1161,6857146886390910213
1162,6857141818404916485
1163,6857121058122648838
1164,6857117237480787206
1165,6856991327293377798
1166,6856968445813214470
1167,6856956784209300741
1168,6856935089411067141
1169,6856920285304687877
1170,6857631640097705222
1171,6857578026625010950
1172,6857571052923473157
1173,6857564815007763717
1174,6857562232981638406
1175,6857532760710532357
1176,6857522778359287045
1177,6857516188587543813
1178,6857469150755917061
1179,6857453953303465221
1180,6857325460964003078
1181,6857310628026109190
1182,6857302705879371013
1183,6857286387348114694
1184,6857977443060403462
1185,6857970510920289542
1186,6857961083664239878
1187,6857936437392755974
1188,6857923213675040006
1189,6857899818744859909
1190,6857899255814753542
1191,6857897685035388166
1192,6857888425035582726
1193,6857689466451102981
1194,6858349160869924102
1195,6858347131539852549
1196,6858339875893103878
1197,6858330361903074565
1198,6858324503856958726
1199,6858321879665511685
1200,6858288384696241414
1201,6858281788230438150
1202,6858265283577056517
1203,6858255090525015302
1204,6858132977243655430
1205,6858116172622073093
1206,6858052845464325382
1207,6858041526291893509
1208,6858041301393345798
1209,6858742713127292165
1210,6858730768143748357
1211,6858715651805089030
1212,6858693750151974149
1213,6858665537828834566
1214,6858660484648881413
1215,6858643489551322374
1216,6858636449688849669
1217,6858625408393366790
1218,6858597325489687813
1219,6858585553143729413
1220,6858512115171331334
1221,6858448046049561862
1222,6858443073563675909
1223,6858442881330466053
1224,6858439897947147526
1225,6858417858955857157
1226,6858411229203926277
1227,6859136532238847238
1228,6859129848011443462
1229,6859103363892514054
1230,6859075455404821765
1231,6859069763348335877
1232,6859054824441285894
1233,6859045790799645958
1234,6859045682511170822
1235,6859036238528269574
1236,6859021678299581701
1237,6859007929073405189
1238,6858773283295284486
1239,6858771168942476549
1240,6859504632587226373
1241,6859439592051936517
1242,6859430552424992006
1243,6859421177459297541
1244,6859394068426919173
1245,6859390034710154501
1246,6859378668465130758
1247,6859873706705947909
1248,6859861526602370310
1249,6859858075302595846
1250,6859831554928053509
1251,6859785542238948614
1252,6859749543777438981
1253,6859542850934279430
1254,6859515407544421637
1255,6860247449135533317
1256,6860235623588973829
1257,6860182664641596677
1258,6860167569471507717
1259,6860152065847545093
1260,6860120936796966150
1261,6860115363196128517
1262,6860090567775341830
1263,6860072175580335366
1264,6859960791223897349
1265,6859952781265030406
1266,6859901728964316421
1267,6860586362538659078
1268,6860580902628494598
1269,6860563515212680454
1270,6860551679268408581
1271,6860528519978487046
1272,6860491448073211142
1273,6860487726148373766
1274,6860463968528387333
1275,6860303737332731142
1276,6860982721544490245
1277,6860974135800089862
1278,6860961243407125766
1279,6860956195474279686
1280,6860915880184794374
1281,6860889854914333958
1282,6860862937012260101
1283,6860819410924489989
1284,6860723430535220485
1285,6860668399328988421
1286,6860636314874825989
1287,6860629219093843205
1288,6860624692877839622
1289,6861322196610977029
1290,6861321193991998725
1291,6861313899300424966
1292,6861281125562715398
1293,6861273797614439686
1294,6861252939026058501
1295,6861252930259946758
1296,6861252338456300806
1297,6861245904922397958
1298,6861245595055672581
1299,6861062518379384069
1300,6861039687813926149
1301,6861030716667415814
1302,6861025119666539781
1303,6861005640798604549
1304,6861721912867884293
1305,6861691918858849542
1306,6861668620473322758
1307,6861663987881250054
1308,6861656931346468102
1309,6861605003296115973
1310,6861599371813850374
1311,6861594536670432518
1312,6861594249511800069
1313,6861590943686987014
1314,6861572221329034501
1315,6861405532196965637
1316,6861396532806077701
1317,6861395096324148486
1318,6861392636272594181
1319,6861375912324238598
1320,6861368155621592325
1321,6861366897917709573
1322,6862040640637783301
1323,6862024052115016965
1324,6862009345941523717
1325,6862001000614497542
1326,6861975676430454022
1327,6861958247864093957
1328,6861951718171643142
1329,6861949317087825158
1330,6861779172935683334
1331,6861771530754379013
1332,6861749816293068038
1333,6861741711782120710
1334,6862437509314546949
1335,6862418654403775750
1336,6862377670458592518
1337,6862359549802712326
1338,6862352553951235334
1339,6862347403555638533
1340,6862339023092878597
1341,6862328785765780741
1342,6862326186970778886
1343,6862317028859006214
1344,6862135372504141061
1345,6862844422116150533
1346,6862832425114914053
1347,6862814754457521413
1348,6862723146076687621
1349,6862701469175532805
1350,6862517578192014597
1351,6862511352758422789
1352,6863174108234992902
1353,6863170361781914885
1354,6863150007810411782
1355,6863124775418596613
1356,6863090219474898182
1357,6863089713071410437
1358,6863073773424250118
1359,6863072883384585477
1360,6863069781818363142
1361,6863068599553248517
